name,state,code,value,lat,id
Carter County,MT,1180,20000,16.95,USA.MT.Carter County
Cascade County,MT,82277,10480000,127.37,USA.MT.Cascade County
Chouteau County,MT,5767,510000,88.43,USA.MT.Chouteau County
Custer County,MT,12135,790000,65.1,USA.MT.Custer County
Daniels County,MT,1760,120000,68.18,USA.MT.Daniels County
Dawson County,MT,9625,1000000,103.9,USA.MT.Dawson County
Deer Lodge County,MT,9139,1310000,143.34,USA.MT.Deer Lodge County
Fallon County,MT,3190,160000,50.16,USA.MT.Fallon County
Fergus County,MT,11427,610000,53.38,USA.MT.Fergus County
Flathead County,MT,96165,6840000,71.13,USA.MT.Flathead County
Gallatin County,MT,100738,6540000,64.92,USA.MT.Gallatin County
Garfield County,MT,1314,20000,15.22,USA.MT.Garfield County
Glacier County,MT,13647,1000000,73.28,USA.MT.Glacier County
Golden Valley County,MT,827,20000,24.18,USA.MT.Golden Valley County
Granite County,MT,3240,30000,9.26,USA.MT.Granite County
Hill County,MT,16572,1220000,73.62,USA.MT.Hill County
Jefferson County,MT,11645,730000,62.69,USA.MT.Jefferson County
Judith Basin County,MT,1926,50000,25.96,USA.MT.Judith Basin County
Lake County,MT,29456,1360000,46.17,USA.MT.Lake County
Lewis and Clark County,MT,66418,4250000,63.99,USA.MT.Lewis and Clark County
Liberty County,MT,2408,140000,58.14,USA.MT.Liberty County
Lincoln County,MT,19052,1300000,68.23,USA.MT.Lincoln County
McCone County,MT,1683,90000,53.48,USA.MT.McCone County
Madison County,MT,7915,630000,79.6,USA.MT.Madison County
Meagher County,MT,1830,140000,76.5,USA.MT.Meagher County
Mineral County,MT,4251,160000,37.64,USA.MT.Mineral County
Missoula County,MT,114181,11070000,96.95,USA.MT.Missoula County
Musselshell County,MT,4582,140000,30.55,USA.MT.Musselshell County
Park County,MT,15972,1380000,86.4,USA.MT.Park County
Petroleum County,MT,475,10000,21.05,USA.MT.Petroleum County
Phillips County,MT,4169,270000,64.76,USA.MT.Phillips County
Pondera County,MT,6184,430000,69.53,USA.MT.Pondera County
Powder River County,MT,1773,50000,28.2,USA.MT.Powder River County
Powell County,MT,6840,780000,114.04,USA.MT.Powell County
Prairie County,MT,1160,10000,8.62,USA.MT.Prairie County
Ravalli County,MT,41373,1850000,44.72,USA.MT.Ravalli County
Richland County,MT,11960,670000,56.02,USA.MT.Richland County
Roosevelt County,MT,11476,810000,70.58,USA.MT.Roosevelt County
Rosebud County,MT,9398,870000,92.57,USA.MT.Rosebud County
Sanders County,MT,11335,410000,36.17,USA.MT.Sanders County
Sheridan County,MT,3687,200000,54.24,USA.MT.Sheridan County
Silver Bow County,MT,34622,6110000,176.48,USA.MT.Silver Bow County
Stillwater County,MT,9486,220000,23.19,USA.MT.Stillwater County
Sweet Grass County,MT,3634,290000,79.8,USA.MT.Sweet Grass County
Teton County,MT,6104,630000,103.21,USA.MT.Teton County
Toole County,MT,5087,700000,137.61,USA.MT.Toole County
Treasure County,MT,697,40000,57.39,USA.MT.Treasure County
Valley County,MT,7659,870000,113.59,USA.MT.Valley County
Wheatland County,MT,2110,180000,85.31,USA.MT.Wheatland County
Wibaux County,MT,1130,40000,35.4,USA.MT.Wibaux County
Yellowstone County,MT,157048,14820000,94.37,USA.MT.Yellowstone County
Alamance County,NC,158276,7590000,47.95,USA.NC.Alamance County
Alexander County,NC,37325,1680000,45.01,USA.NC.Alexander County
Alleghany County,NC,10837,210000,19.38,USA.NC.Alleghany County
Anson County,NC,25759,1200000,46.59,USA.NC.Anson County
Ashe County,NC,27020,330000,12.21,USA.NC.Ashe County
Avery County,NC,17689,800000,45.23,USA.NC.Avery County
Beaufort County,NC,47651,3280000,68.83,USA.NC.Beaufort County
Bertie County,NC,20199,1170000,57.92,USA.NC.Bertie County
Bladen County,NC,34318,1110000,32.34,USA.NC.Bladen County
Brunswick County,NC,122765,8160000,66.47,USA.NC.Brunswick County
Buncombe County,NC,253178,10990000,43.41,USA.NC.Buncombe County
Burke County,NC,88842,4790000,53.92,USA.NC.Burke County
Cabarrus County,NC,196762,11120000,56.51,USA.NC.Cabarrus County
Caldwell County,NC,81286,4550000,55.97,USA.NC.Caldwell County
Camden County,NC,10309,520000,50.44,USA.NC.Camden County
Carteret County,NC,68878,3940000,57.2,USA.NC.Carteret County
Caswell County,NC,22941,250000,10.9,USA.NC.Caswell County
Catawba County,NC,155056,7690000,49.59,USA.NC.Catawba County
Chatham County,NC,70928,2940000,41.45,USA.NC.Chatham County
Cherokee County,NC,27178,670000,24.65,USA.NC.Cherokee County
Chowan County,NC,14394,970000,67.39,USA.NC.Chowan County
Clay County,NC,10703,130000,12.15,USA.NC.Clay County
Cleveland County,NC,96878,6340000,65.44,USA.NC.Cleveland County
Columbus County,NC,56693,1970000,34.75,USA.NC.Columbus County
Craven County,NC,103451,6650000,64.28,USA.NC.Craven County
Cumberland County,NC,323837,21370000,65.99,USA.NC.Cumberland County
Currituck County,NC,25263,1640000,64.92,USA.NC.Currituck County
Dare County,NC,35663,2280000,63.93,USA.NC.Dare County
Davidson County,NC,164622,10930000,66.39,USA.NC.Davidson County
Davie County,NC,41753,2230000,53.41,USA.NC.Davie County
Duplin County,NC,59159,2610000,44.12,USA.NC.Duplin County
Durham County,NC,300952,19280000,64.06,USA.NC.Durham County
Edgecombe County,NC,54150,3030000,55.96,USA.NC.Edgecombe County
Forsyth County,NC,369019,19770000,53.57,USA.NC.Forsyth County
Franklin County,NC,63710,1480000,23.23,USA.NC.Franklin County
Gaston County,NC,213442,11500000,53.88,USA.NC.Gaston County
Gates County,NC,11431,680000,59.49,USA.NC.Gates County
Graham County,NC,8616,310000,35.98,USA.NC.Graham County
Granville County,NC,58674,2120000,36.13,USA.NC.Granville County
Greene County,NC,21134,1270000,60.09,USA.NC.Greene County
Guilford County,NC,517600,29170000,56.36,USA.NC.Guilford County
Halifax County,NC,52456,3530000,67.29,USA.NC.Halifax County
Harnett County,NC,128139,6940000,54.16,USA.NC.Harnett County
Haywood County,NC,59868,2960000,49.44,USA.NC.Haywood County
Henderson County,NC,112655,5030000,44.65,USA.NC.Henderson County
Hertford County,NC,24184,1330000,55,USA.NC.Hertford County
Hoke County,NC,52671,3010000,57.15,USA.NC.Hoke County
Hyde County,NC,5526,380000,68.77,USA.NC.Hyde County
Iredell County,NC,169866,7820000,46.04,USA.NC.Iredell County
Jackson County,NC,41265,1670000,40.47,USA.NC.Jackson County
Johnston County,NC,185660,9760000,52.57,USA.NC.Johnston County
Jones County,NC,10013,670000,66.91,USA.NC.Jones County
Lee County,NC,59660,3520000,59,USA.NC.Lee County
Lenoir County,NC,58106,3860000,66.43,USA.NC.Lenoir County
Lincoln County,NC,81035,2620000,32.33,USA.NC.Lincoln County
McDowell County,NC,44989,970000,21.56,USA.NC.McDowell County
Macon County,NC,34201,930000,27.19,USA.NC.Macon County
Madison County,NC,21139,480000,22.71,USA.NC.Madison County
Martin County,NC,23357,1230000,52.66,USA.NC.Martin County
Mecklenburg County,NC,1034069,59780000,57.81,USA.NC.Mecklenburg County
Mitchell County,NC,15245,430000,28.2,USA.NC.Mitchell County
Montgomery County,NC,27548,1870000,67.88,USA.NC.Montgomery County
Moore County,NC,94352,4880000,51.72,USA.NC.Moore County
Nash County,NC,93919,4150000,44.19,USA.NC.Nash County
New Hanover County,NC,220358,11460000,52.01,USA.NC.New Hanover County
Northampton County,NC,20426,1300000,63.64,USA.NC.Northampton County
Onslow County,NC,186310,11910000,63.93,USA.NC.Onslow County
Orange County,NC,141353,7250000,51.29,USA.NC.Orange County
Pamlico County,NC,12780,850000,66.5,USA.NC.Pamlico County
Pasquotank County,NC,39829,2680000,67.29,USA.NC.Pasquotank County
Pender County,NC,57611,2060000,35.76,USA.NC.Pender County
Perquimans County,NC,13440,780000,58.04,USA.NC.Perquimans County
Person County,NC,39259,850000,21.65,USA.NC.Person County
Pitt County,NC,175842,11010000,62.61,USA.NC.Pitt County
Polk County,NC,20366,740000,36.34,USA.NC.Polk County
Randolph County,NC,142799,5790000,40.55,USA.NC.Randolph County
Richmond County,NC,45437,3020000,66.47,USA.NC.Richmond County
Robeson County,NC,134197,7780000,57.97,USA.NC.Robeson County
Rockingham County,NC,91758,3710000,40.43,USA.NC.Rockingham County
Rowan County,NC,139142,4850000,34.86,USA.NC.Rowan County
Rutherford County,NC,66390,2730000,41.12,USA.NC.Rutherford County
Sampson County,NC,63724,2210000,34.68,USA.NC.Sampson County
Scotland County,NC,35509,1730000,48.72,USA.NC.Scotland County
Stanly County,NC,60714,2900000,47.76,USA.NC.Stanly County
Stokes County,NC,46351,2240000,48.33,USA.NC.Stokes County
Surry County,NC,72743,1790000,24.61,USA.NC.Surry County
Swain County,NC,14434,310000,21.48,USA.NC.Swain County
Transylvania County,NC,33211,1130000,34.02,USA.NC.Transylvania County
Tyrrell County,NC,4070,270000,66.34,USA.NC.Tyrrell County
Union County,NC,222742,12150000,54.55,USA.NC.Union County
Vance County,NC,44568,1350000,30.29,USA.NC.Vance County
Wake County,NC,1024198,62080000,60.61,USA.NC.Wake County
Warren County,NC,20155,840000,41.68,USA.NC.Warren County
Washington County,NC,12385,790000,63.79,USA.NC.Washington County
Watauga County,NC,52906,2390000,45.17,USA.NC.Watauga County
Wayne County,NC,124132,8279999,66.7,USA.NC.Wayne County
Wilkes County,NC,68502,3060000,44.67,USA.NC.Wilkes County
Wilson County,NC,81714,4420000,54.09,USA.NC.Wilson County
Yadkin County,NC,37585,830000,22.08,USA.NC.Yadkin County
Yancey County,NC,17587,360000,20.47,USA.NC.Yancey County
Adams County,ND,2359,170000,72.06,USA.ND.Adams County
Barnes County,ND,11099,810000,72.98,USA.ND.Barnes County
Benson County,ND,6752,440000,65.16,USA.ND.Benson County
Billings County,ND,936,60000,64.1,USA.ND.Billings County
Bottineau County,ND,6716,460000,68.49,USA.ND.Bottineau County
Bowman County,ND,3293,240000,72.86,USA.ND.Bowman County
Burke County,ND,2308,160000,69.32,USA.ND.Burke County
Burleigh County,ND,92991,7010000,75.38,USA.ND.Burleigh County
Cass County,ND,171512,13540000,78.94,USA.ND.Cass County
Cavalier County,ND,3828,270000,70.53,USA.ND.Cavalier County
Dickey County,ND,5104,360000,70.53,USA.ND.Dickey County
Divide County,ND,2450,180000,73.47,USA.ND.Divide County
Dunn County,ND,4646,300000,64.57,USA.ND.Dunn County
Eddy County,ND,2365,170000,71.88,USA.ND.Eddy County
Emmons County,ND,3401,230000,67.61,USA.ND.Emmons County
Foster County,ND,3356,240000,71.51,USA.ND.Foster County
Golden Valley County,ND,1845,130000,70.46,USA.ND.Golden Valley County
Grand Forks County,ND,70916,5510000,77.7,USA.ND.Grand Forks County
Grant County,ND,2388,160000,67,USA.ND.Grant County
Griggs County,ND,2314,160000,69.14,USA.ND.Griggs County
Hettinger County,ND,2703,190000,70.27,USA.ND.Hettinger County
Kidder County,ND,2417,160000,66.2,USA.ND.Kidder County
LaMoure County,ND,4125,280000,67.88,USA.ND.LaMoure County
Logan County,ND,1935,140000,72.35,USA.ND.Logan County
McHenry County,ND,5968,410000,68.7,USA.ND.McHenry County
McIntosh County,ND,2759,200000,72.49,USA.ND.McIntosh County
McKenzie County,ND,12825,920000,71.73,USA.ND.McKenzie County
McLean County,ND,9744,700000,71.84,USA.ND.McLean County
Mercer County,ND,8853,660000,74.55,USA.ND.Mercer County
Morton County,ND,30310,2280000,75.22,USA.ND.Morton County
Mountrail County,ND,10331,750000,72.6,USA.ND.Mountrail County
Nelson County,ND,2968,210000,70.75,USA.ND.Nelson County
Oliver County,ND,1845,120000,65.01,USA.ND.Oliver County
Pembina County,ND,7091,510000,71.92,USA.ND.Pembina County
Pierce County,ND,4312,310000,71.89,USA.ND.Pierce County
Ramsey County,ND,11630,840000,72.23,USA.ND.Ramsey County
Ransom County,ND,5447,390000,71.59,USA.ND.Ransom County
Renville County,ND,2571,180000,70.01,USA.ND.Renville County
Richland County,ND,16402,1190000,72.55,USA.ND.Richland County
Rolette County,ND,14649,1000000,68.26,USA.ND.Rolette County
Sargent County,ND,3876,270000,69.66,USA.ND.Sargent County
Sheridan County,ND,1310,90000,68.7,USA.ND.Sheridan County
Sioux County,ND,4370,280000,64.07,USA.ND.Sioux County
Slope County,ND,767,50000,65.19,USA.ND.Slope County
Stark County,ND,32154,2430000,75.57,USA.ND.Stark County
Steele County,ND,1956,130000,66.46,USA.ND.Steele County
Stutsman County,ND,21103,1580000,74.87,USA.ND.Stutsman County
Towner County,ND,2272,160000,70.42,USA.ND.Towner County
Traill County,ND,8013,570000,71.13,USA.ND.Traill County
Walsh County,ND,10897,790000,72.5,USA.ND.Walsh County
Ward County,ND,71275,5450000,76.46,USA.ND.Ward County
Wells County,ND,4168,300000,71.98,USA.ND.Wells County
Williams County,ND,35294,2690000,76.22,USA.ND.Williams County
Adams County,NE,31587,2520000,79.78,USA.NE.Adams County
Antelope County,NE,6414,370000,57.69,USA.NE.Antelope County
Arthur County,NE,456,0,0,USA.NE.Arthur County
Banner County,NE,787,20000,25.38,USA.NE.Banner County
Blaine County,NE,487,10000,20.53,USA.NE.Blaine County
Boone County,NE,5315,290000,54.56,USA.NE.Boone County
Box Butte County,NE,11337,870000,76.74,USA.NE.Box Butte County
Boyd County,NE,2005,130000,64.81,USA.NE.Boyd County
Brown County,NE,2946,190000,64.49,USA.NE.Brown County
Buffalo County,NE,48863,4179999,85.55,USA.NE.Buffalo County
Burt County,NE,6585,570000,86.56,USA.NE.Burt County
Butler County,NE,8115,300000,36.97,USA.NE.Butler County
Cass County,NE,25511,1690000,66.24,USA.NE.Cass County
Cedar County,NE,8564,620000,72.4,USA.NE.Cedar County
Chase County,NE,3956,240000,60.67,USA.NE.Chase County
Cherry County,NE,5848,300000,51.3,USA.NE.Cherry County
Cheyenne County,NE,10167,800000,78.69,USA.NE.Cheyenne County
Clay County,NE,6309,430000,68.16,USA.NE.Clay County
Colfax County,NE,10520,600000,57.03,USA.NE.Colfax County
Cuming County,NE,9125,1010000,110.68,USA.NE.Cuming County
Custer County,NE,10806,590000,54.6,USA.NE.Custer County
Dakota County,NE,20781,1490000,71.7,USA.NE.Dakota County
Dawes County,NE,9055,670000,73.99,USA.NE.Dawes County
Dawson County,NE,23886,1940000,81.22,USA.NE.Dawson County
Deuel County,NE,1921,230000,119.73,USA.NE.Deuel County
Dixon County,NE,5797,460000,79.35,USA.NE.Dixon County
Dodge County,NE,36705,2810000,76.55,USA.NE.Dodge County
Douglas County,NE,550064,31280000,56.87,USA.NE.Douglas County
Dundy County,NE,1799,70000,38.91,USA.NE.Dundy County
Fillmore County,NE,5619,400000,71.19,USA.NE.Fillmore County
Franklin County,NE,2985,280000,93.8,USA.NE.Franklin County
Frontier County,NE,2623,150000,57.16,USA.NE.Frontier County
Furnas County,NE,4862,530000,109.01,USA.NE.Furnas County
Gage County,NE,21900,1270000,57.99,USA.NE.Gage County
Garden County,NE,1918,80000,41.71,USA.NE.Garden County
Garfield County,NE,2028,110000,54.24,USA.NE.Garfield County
Gosper County,NE,1973,90000,45.62,USA.NE.Gosper County
Grant County,NE,640,20000,31.2,USA.NE.Grant County
Greeley County,NE,2429,140000,57.64,USA.NE.Greeley County
Hall County,NE,61680,5180000,83.98,USA.NE.Hall County
Hamilton County,NE,9190,720000,78.35,USA.NE.Hamilton County
Harlan County,NE,3452,160000,46.35,USA.NE.Harlan County
Hayes County,NE,932,20000,21.46,USA.NE.Hayes County
Hitchcock County,NE,2883,160000,55.5,USA.NE.Hitchcock County
Holt County,NE,10312,550000,53.33,USA.NE.Holt County
Hooker County,NE,732,100000,136.61,USA.NE.Hooker County
Howard County,NE,6409,250000,39.01,USA.NE.Howard County
Jefferson County,NE,7263,590000,81.23,USA.NE.Jefferson County
Johnson County,NE,5172,400000,77.32,USA.NE.Johnson County
Kearney County,NE,6585,480000,72.89,USA.NE.Kearney County
Keith County,NE,8062,870000,107.9,USA.NE.Keith County
Keya Paha County,NE,804,20000,24.88,USA.NE.Keya Paha County
Kimball County,NE,3688,350000,94.88,USA.NE.Kimball County
Knox County,NE,8543,640000,74.92,USA.NE.Knox County
Lancaster County,NE,306468,25710000,83.89,USA.NE.Lancaster County
Lincoln County,NE,35656,2690000,75.44,USA.NE.Lincoln County
Logan County,NE,777,30000,38.61,USA.NE.Logan County
Loup County,NE,585,0,0,USA.NE.Loup County
McPherson County,NE,475,0,0,USA.NE.McPherson County
Madison County,NE,35039,2210000,63.07,USA.NE.Madison County
Merrick County,NE,7787,410000,52.65,USA.NE.Merrick County
Morrill County,NE,4854,270000,55.62,USA.NE.Morrill County
Nance County,NE,3595,230000,63.98,USA.NE.Nance County
Nemaha County,NE,7046,620000,87.99,USA.NE.Nemaha County
Nuckolls County,NE,4329,290000,66.99,USA.NE.Nuckolls County
Otoe County,NE,15984,1180000,73.82,USA.NE.Otoe County
Pawnee County,NE,2659,240000,90.26,USA.NE.Pawnee County
Perkins County,NE,2944,160000,54.35,USA.NE.Perkins County
Phelps County,NE,9296,820000,88.21,USA.NE.Phelps County
Pierce County,NE,7207,340000,47.17,USA.NE.Pierce County
Platte County,NE,32847,1430000,43.54,USA.NE.Platte County
Polk County,NE,5202,270000,51.9,USA.NE.Polk County
Red Willow County,NE,10829,840000,77.57,USA.NE.Red Willow County
Richardson County,NE,8093,480000,59.3,USA.NE.Richardson County
Rock County,NE,1381,70000,50.69,USA.NE.Rock County
Saline County,NE,14282,790000,55.31,USA.NE.Saline County
Sarpy County,NE,175692,11410000,64.94,USA.NE.Sarpy County
Saunders County,NE,21016,1070000,50.91,USA.NE.Saunders County
Scotts Bluff County,NE,36260,3470000,95.7,USA.NE.Scotts Bluff County
Seward County,NE,17110,1170000,68.38,USA.NE.Seward County
Sheridan County,NE,5220,270000,51.72,USA.NE.Sheridan County
Sherman County,NE,3091,140000,45.29,USA.NE.Sherman County
Sioux County,NE,1260,20000,15.87,USA.NE.Sioux County
Stanton County,NE,5937,310000,52.21,USA.NE.Stanton County
Thayer County,NE,5162,350000,67.79,USA.NE.Thayer County
Thomas County,NE,684,20000,29.24,USA.NE.Thomas County
Thurston County,NE,7064,510000,72.2,USA.NE.Thurston County
Valley County,NE,4154,320000,77.03,USA.NE.Valley County
Washington County,NE,20248,940000,46.42,USA.NE.Washington County
Wayne County,NE,9367,370000,39.5,USA.NE.Wayne County
Webster County,NE,3625,240000,66.21,USA.NE.Webster County
Wheeler County,NE,750,20000,26.67,USA.NE.Wheeler County
York County,NE,13806,1110000,80.4,USA.NE.York County
Belknap County,NH,60641,1590000,26.22,USA.NH.Belknap County
Carroll County,NH,47285,1740000,36.8,USA.NH.Carroll County
Cheshire County,NH,75908,2120000,27.93,USA.NH.Cheshire County
Coos County,NH,31212,1290000,41.33,USA.NH.Coos County
Grafton County,NH,89320,3670000,41.09,USA.NH.Grafton County
Hillsborough County,NH,406678,18160000,44.65,USA.NH.Hillsborough County
Merrimack County,NH,147994,4190000,28.31,USA.NH.Merrimack County
Rockingham County,NH,301777,10580000,35.06,USA.NH.Rockingham County
Strafford County,NH,126825,5170000,40.76,USA.NH.Strafford County
Sullivan County,NH,42967,1470000,34.21,USA.NH.Sullivan County
Atlantic County,NJ,274219,15400000,56.16,USA.NJ.Atlantic County
Bergen County,NJ,938506,73000000,77.78,USA.NJ.Bergen County
Burlington County,NJ,450226,29420000,65.34,USA.NJ.Burlington County
Camden County,NJ,510923,38410000,75.18,USA.NJ.Camden County
Cape May County,NJ,94727,2080000,21.96,USA.NJ.Cape May County
Cumberland County,NJ,155853,7860000,50.43,USA.NJ.Cumberland County
Essex County,NJ,797434,63440000,79.56,USA.NJ.Essex County
Gloucester County,NJ,291479,18460000,63.33,USA.NJ.Gloucester County
Hudson County,NJ,674836,53910000,79.89,USA.NJ.Hudson County
Hunterdon County,NJ,125488,2540000,20.24,USA.NJ.Hunterdon County
Mercer County,NJ,371398,27370000,73.69,USA.NJ.Mercer County
Middlesex County,NJ,840900,65730000,78.17,USA.NJ.Middlesex County
Monmouth County,NJ,628715,45400000,72.21,USA.NJ.Monmouth County
Morris County,NJ,499509,32330000,64.72,USA.NJ.Morris County
Ocean County,NJ,588721,36910000,62.7,USA.NJ.Ocean County
Passaic County,NJ,510916,37640000,73.67,USA.NJ.Passaic County
Salem County,NJ,64180,2410000,37.55,USA.NJ.Salem County
Somerset County,NJ,333654,21850000,65.49,USA.NJ.Somerset County
Sussex County,NJ,143673,3000000,20.88,USA.NJ.Sussex County
Union County,NJ,555786,44300000,79.71,USA.NJ.Union County
Warren County,NJ,106869,4510000,42.2,USA.NJ.Warren County
Bernalillo County,NM,676685,45030000,66.54,USA.NM.Bernalillo County
Catron County,NM,3456,130000,37.62,USA.NM.Catron County
Chaves County,NM,65764,5920000,90.02,USA.NM.Chaves County
Cibola County,NM,27329,1690000,61.84,USA.NM.Cibola County
Colfax County,NM,12414,1280000,103.11,USA.NM.Colfax County
Curry County,NM,50398,2770000,54.96,USA.NM.Curry County
De Baca County,NM,1828,180000,98.47,USA.NM.De Baca County
Dona Ana County,NM,214295,20220000,94.36,USA.NM.Dona Ana County
Eddy County,NM,57578,7670000,133.21,USA.NM.Eddy County
Grant County,NM,28609,1640000,57.32,USA.NM.Grant County
Guadalupe County,NM,4371,270000,61.77,USA.NM.Guadalupe County
Harding County,NM,698,70000,100.29,USA.NM.Harding County
Hidalgo County,NM,4423,1570000,354.96,USA.NM.Hidalgo County
Lea County,NM,71180,5490000,77.13,USA.NM.Lea County
Lincoln County,NM,19420,3160000,162.72,USA.NM.Lincoln County
Los Alamos County,NM,17785,1840000,103.46,USA.NM.Los Alamos County
Luna County,NM,24518,1840000,75.05,USA.NM.Luna County
McKinley County,NM,76708,2190000,28.55,USA.NM.McKinley County
Mora County,NM,4596,290000,63.1,USA.NM.Mora County
Otero County,NM,64361,3710000,57.64,USA.NM.Otero County
Quay County,NM,8455,900000,106.45,USA.NM.Quay County
Rio Arriba County,NM,39465,1450000,36.74,USA.NM.Rio Arriba County
Roosevelt County,NM,19120,1710000,89.44,USA.NM.Roosevelt County
Sandoval County,NM,139394,6100000,43.76,USA.NM.Sandoval County
San Juan County,NM,118737,11280000,95,USA.NM.San Juan County
San Miguel County,NM,27967,1440000,51.49,USA.NM.San Miguel County
Santa Fe County,NM,148686,6100000,41.03,USA.NM.Santa Fe County
Sierra County,NM,11282,1160000,102.82,USA.NM.Sierra County
Socorro County,NM,17256,1420000,82.29,USA.NM.Socorro County
Taos County,NM,32907,1620000,49.23,USA.NM.Taos County
Torrance County,NM,15485,1280000,82.66,USA.NM.Torrance County
Union County,NM,4201,370000,88.07,USA.NM.Union County
Valencia County,NM,75737,3330000,43.97,USA.NM.Valencia County
Churchill County,NV,24200,2140000,88.43,USA.NV.Churchill County
Clark County,NV,2114801,247600000,117.08,USA.NV.Clark County
Douglas County,NV,47710,5740000,120.31,USA.NV.Douglas County
Elko County,NV,51935,5630000,108.4,USA.NV.Elko County
Esmeralda County,NV,829,90000,108.56,USA.NV.Esmeralda County
Eureka County,NV,2016,160000,79.37,USA.NV.Eureka County
Humboldt County,NV,17019,1650000,96.95,USA.NV.Humboldt County
Lander County,NV,5903,620000,105.03,USA.NV.Lander County
Lincoln County,NV,5036,550000,109.21,USA.NV.Lincoln County
Lyon County,NV,52585,7120000,135.4,USA.NV.Lyon County
Mineral County,NV,4478,620000,138.45,USA.NV.Mineral County
Nye County,NV,42477,2920000,68.74,USA.NV.Nye County
Pershing County,NV,6633,540000,81.4,USA.NV.Pershing County
Storey County,NV,3987,330000,82.77,USA.NV.Storey County
Washoe County,NV,446903,46790000,104.7,USA.NV.Washoe County
White Pine County,NV,9811,1090000,111.1,USA.NV.White Pine County
Carson City,NV,54521,6130000,112.43,USA.NV.Carson City
Albany County,NY,309381,20080000,64.9,USA.NY.Albany County
Allegany County,NY,47461,2089999,44.04,USA.NY.Allegany County
Bronx County,NY,1455444,93150000,64,USA.NY.Bronx County
Broome County,NY,196567,10700000,54.43,USA.NY.Broome County
Cattaraugus County,NY,77922,3700000,47.48,USA.NY.Cattaraugus County
Cayuga County,NY,78288,4580000,58.5,USA.NY.Cayuga County
Chautauqua County,NY,130779,6750000,51.61,USA.NY.Chautauqua County
Chemung County,NY,87071,3550000,40.77,USA.NY.Chemung County
Chenango County,NY,48843,2130000,43.61,USA.NY.Chenango County
Clinton County,NY,81251,4030000,49.6,USA.NY.Clinton County
Columbia County,NY,61508,2870000,46.66,USA.NY.Columbia County
Cortland County,NY,48494,2850000,58.77,USA.NY.Cortland County
Delaware County,NY,46053,2340000,50.81,USA.NY.Delaware County
Dutchess County,NY,295754,11290000,38.17,USA.NY.Dutchess County
Erie County,NY,922578,49320000,53.46,USA.NY.Erie County
Essex County,NY,38478,2540000,66.01,USA.NY.Essex County
Franklin County,NY,50660,2850000,56.26,USA.NY.Franklin County
Fulton County,NY,53992,2820000,52.23,USA.NY.Fulton County
Genesee County,NY,58937,3060000,51.92,USA.NY.Genesee County
Greene County,NY,47625,1960000,41.15,USA.NY.Greene County
Hamilton County,NY,4712,190000,40.32,USA.NY.Hamilton County
Herkimer County,NY,63100,3650000,57.84,USA.NY.Herkimer County
Jefferson County,NY,117635,6590000,56.02,USA.NY.Jefferson County
Kings County,NY,2636735,171390000,65,USA.NY.Kings County
Lewis County,NY,26956,1300000,48.22,USA.NY.Lewis County
Livingston County,NY,64717,3810000,58.87,USA.NY.Livingston County
Madison County,NY,71848,4019999,55.95,USA.NY.Madison County
Monroe County,NY,749600,38130000,50.87,USA.NY.Monroe County
Montgomery County,NY,49641,2480000,49.96,USA.NY.Montgomery County
Nassau County,NY,1361350,102100000,75,USA.NY.Nassau County
New York County,NY,1644517,126630000,77,USA.NY.New York County
Niagara County,NY,212652,8420000,39.6,USA.NY.Niagara County
Oneida County,NY,232500,9600000,41.29,USA.NY.Oneida County
Onondaga County,NY,468463,16500000,35.22,USA.NY.Onondaga County
Ontario County,NY,109561,6750000,61.61,USA.NY.Ontario County
Orange County,NY,377647,20810000,55.1,USA.NY.Orange County
Orleans County,NY,41582,2260000,54.35,USA.NY.Orleans County
Oswego County,NY,120146,6170000,51.35,USA.NY.Oswego County
Otsego County,NY,60636,2980000,49.15,USA.NY.Otsego County
Putnam County,NY,99042,1850000,18.68,USA.NY.Putnam County
Queens County,NY,2339150,147370000,63,USA.NY.Queens County
Rensselaer County,NY,160266,7090000,44.24,USA.NY.Rensselaer County
Richmond County,NY,474558,32740000,68.99,USA.NY.Richmond County
Rockland County,NY,326037,22650000,69.47,USA.NY.Rockland County
St. Lawrence County,NY,111007,5180000,46.66,USA.NY.St. Lawrence County
Saratoga County,NY,226249,12010000,53.08,USA.NY.Saratoga County
Schenectady County,NY,154603,11230000,72.64,USA.NY.Schenectady County
Schoharie County,NY,31330,1380000,44.05,USA.NY.Schoharie County
Schuyler County,NY,18186,790000,43.44,USA.NY.Schuyler County
Seneca County,NY,34833,1930000,55.41,USA.NY.Seneca County
Steuben County,NY,97631,4890000,50.09,USA.NY.Steuben County
Suffolk County,NY,1501587,106670000,71.04,USA.NY.Suffolk County
Sullivan County,NY,74877,3340000,44.61,USA.NY.Sullivan County
Tioga County,NY,49453,2330000,47.12,USA.NY.Tioga County
Tompkins County,NY,104926,7130000,67.95,USA.NY.Tompkins County
Ulster County,NY,180143,7950000,44.13,USA.NY.Ulster County
Warren County,NY,64688,3860000,59.67,USA.NY.Warren County
Washington County,NY,62230,2310000,37.12,USA.NY.Washington County
Wayne County,NY,91446,5150000,56.32,USA.NY.Wayne County
Westchester County,NY,976396,70010000,71.7,USA.NY.Westchester County
Wyoming County,NY,41013,1860000,45.35,USA.NY.Wyoming County
Yates County,NY,25048,1060000,42.32,USA.NY.Yates County
Adams County,OH,28024,1570000,56.02,USA.OH.Adams County
