,county,gal_per_capita,groundwater_per_day,state,value,id
18169,Wabash County,46.36,1490000,IN,32138,USA.IN.Wabash County
18171,Warren County,25.4,210000,IN,8269,USA.IN.Warren County
18173,Warrick County,69.79,4320000,IN,61897,USA.IN.Warrick County
18175,Washington County,51.75,1440000,IN,27827,USA.IN.Washington County
18177,Wayne County,56.72,3800000,IN,67001,USA.IN.Wayne County
18179,Wells County,37.55,1050000,IN,27964,USA.IN.Wells County
18181,White County,31.28,760000,IN,24293,USA.IN.White County
18183,Whitley County,28.14,940000,IN,33406,USA.IN.Whitley County
19001,Adair County,40.12,290000,IA,7228,USA.IA.Adair County
19003,Adams County,60.59,230000,IA,3796,USA.IA.Adams County
19005,Allamakee County,34.57,480000,IA,13886,USA.IA.Allamakee County
19007,Appanoose County,41.5,520000,IA,12529,USA.IA.Appanoose County
19009,Audubon County,36.38,210000,IA,5773,USA.IA.Audubon County
19011,Benton County,42.87,1100000,IA,25658,USA.IA.Benton County
19013,Black Hawk County,60.32,8050000,IA,133455,USA.IA.Black Hawk County
19015,Boone County,59.68,1590000,IA,26643,USA.IA.Boone County
19017,Bremer County,46.52,1150000,IA,24721,USA.IA.Bremer County
19019,Buchanan County,39.88,840000,IA,21061,USA.IA.Buchanan County
19021,Buena Vista County,52.7,1080000,IA,20493,USA.IA.Buena Vista County
19023,Butler County,40.23,600000,IA,14915,USA.IA.Butler County
19025,Calhoun County,48.89,480000,IA,9818,USA.IA.Calhoun County
19027,Carroll County,61.96,1270000,IA,20498,USA.IA.Carroll County
19029,Cass County,48.41,650000,IA,13427,USA.IA.Cass County
19031,Cedar County,39.8,730000,IA,18340,USA.IA.Cedar County
19033,Cerro Gordo County,57.65,2480000,IA,43016,USA.IA.Cerro Gordo County
19035,Cherokee County,54.43,630000,IA,11574,USA.IA.Cherokee County
19037,Chickasaw County,38.85,470000,IA,12097,USA.IA.Chickasaw County
19039,Clarke County,58.32,540000,IA,9259,USA.IA.Clarke County
19041,Clay County,63,1040000,IA,16507,USA.IA.Clay County
19043,Clayton County,36.27,640000,IA,17644,USA.IA.Clayton County
19045,Clinton County,54.43,2600000,IA,47768,USA.IA.Clinton County
19047,Crawford County,54.41,930000,IA,17094,USA.IA.Crawford County
19049,Dallas County,61.65,4940000,IA,80133,USA.IA.Dallas County
19051,Davis County,23.95,210000,IA,8769,USA.IA.Davis County
19053,Decatur County,55.96,460000,IA,8220,USA.IA.Decatur County
19055,Delaware County,34.48,600000,IA,17403,USA.IA.Delaware County
19057,Des Moines County,60.67,2430000,IA,40055,USA.IA.Des Moines County
19059,Dickinson County,49.09,840000,IA,17111,USA.IA.Dickinson County
19061,Dubuque County,54.16,5260000,IA,97125,USA.IA.Dubuque County
19063,Emmet County,51.18,500000,IA,9769,USA.IA.Emmet County
19065,Fayette County,44.43,900000,IA,20257,USA.IA.Fayette County
19067,Floyd County,43.86,700000,IA,15960,USA.IA.Floyd County
19069,Franklin County,43.71,450000,IA,10295,USA.IA.Franklin County
19071,Fremont County,39.1,270000,IA,6906,USA.IA.Fremont County
19073,Greene County,46.53,420000,IA,9027,USA.IA.Greene County
19075,Grundy County,44.23,550000,IA,12435,USA.IA.Grundy County
19077,Guthrie County,41.21,440000,IA,10675,USA.IA.Guthrie County
19079,Hamilton County,49.37,750000,IA,15190,USA.IA.Hamilton County
19081,Hancock County,43.74,480000,IA,10974,USA.IA.Hancock County
19083,Hardin County,48.37,840000,IA,17367,USA.IA.Hardin County
19085,Harrison County,36.45,520000,IA,14265,USA.IA.Harrison County
19087,Henry County,56.64,1130000,IA,19950,USA.IA.Henry County
19089,Howard County,39.32,370000,IA,9410,USA.IA.Howard County
19091,Humboldt County,47.1,450000,IA,9555,USA.IA.Humboldt County
19093,Ida County,44.11,310000,IA,7028,USA.IA.Ida County
19095,Iowa County,45.73,750000,IA,16401,USA.IA.Iowa County
19097,Jackson County,38.57,750000,IA,19444,USA.IA.Jackson County
19099,Jasper County,43.72,1610000,IA,36827,USA.IA.Jasper County
19101,Jefferson County,47.28,830000,IA,17555,USA.IA.Jefferson County
19103,Johnson County,58.93,8500000,IA,144251,USA.IA.Johnson County
19105,Jones County,41.04,840000,IA,20465,USA.IA.Jones County
19107,Keokuk County,43.29,440000,IA,10163,USA.IA.Keokuk County
19109,Kossuth County,42.86,650000,IA,15165,USA.IA.Kossuth County
19111,Lee County,58.99,2069999,IA,35089,USA.IA.Lee County
19113,Linn County,59.89,13170000,IA,219916,USA.IA.Linn County
19115,Louisa County,39.34,440000,IA,11185,USA.IA.Louisa County
19117,Lucas County,39.16,340000,IA,8682,USA.IA.Lucas County
19119,Lyon County,62.15,730000,IA,11745,USA.IA.Lyon County
19121,Madison County,52.05,820000,IA,15753,USA.IA.Madison County
19123,Mahaska County,53.75,1200000,IA,22324,USA.IA.Mahaska County
19125,Marion County,52.86,1760000,IA,33294,USA.IA.Marion County
19127,Marshall County,53.75,2190000,IA,40746,USA.IA.Marshall County
19129,Mills County,35.7,530000,IA,14844,USA.IA.Mills County
19131,Mitchell County,36.93,400000,IA,10832,USA.IA.Mitchell County
19133,Monona County,43.43,390000,IA,8979,USA.IA.Monona County
19135,Monroe County,36.37,290000,IA,7973,USA.IA.Monroe County
19137,Montgomery County,48.86,500000,IA,10234,USA.IA.Montgomery County
19139,Muscatine County,53.01,2280000,IA,43011,USA.IA.Muscatine County
19141,O'Brien County,50.06,700000,IA,13984,USA.IA.O'Brien County
19143,Osceola County,40.62,250000,IA,6154,USA.IA.Osceola County
19145,Page County,50.88,790000,IA,15527,USA.IA.Page County
19147,Palo Alto County,47.08,430000,IA,9133,USA.IA.Palo Alto County
19149,Plymouth County,43.55,1080000,IA,24800,USA.IA.Plymouth County
19151,Pocahontas County,44.24,310000,IA,7007,USA.IA.Pocahontas County
19153,Polk County,62.35,29160000,IA,467711,USA.IA.Polk County
19155,Pottawattamie County,55.94,5240000,IA,93671,USA.IA.Pottawattamie County
19157,Poweshiek County,50.13,930000,IA,18550,USA.IA.Poweshiek County
19159,Ringgold County,35.52,180000,IA,5068,USA.IA.Ringgold County
19161,Sac County,55.88,560000,IA,10021,USA.IA.Sac County
19163,Scott County,59.72,10280000,IA,172125,USA.IA.Scott County
19165,Shelby County,43.6,520000,IA,11927,USA.IA.Shelby County
19167,Sioux County,57.82,2020000,IA,34937,USA.IA.Sioux County
19169,Story County,59.47,5710000,IA,96021,USA.IA.Story County
19171,Tama County,39.8,690000,IA,17337,USA.IA.Tama County
19173,Taylor County,41.9,260000,IA,6205,USA.IA.Taylor County
19175,Union County,48.92,610000,IA,12469,USA.IA.Union County
19177,Van Buren County,29.96,220000,IA,7343,USA.IA.Van Buren County
19179,Wapello County,50.89,1790000,IA,35173,USA.IA.Wapello County
19181,Warren County,62.11,3020000,IA,48626,USA.IA.Warren County
19183,Washington County,57.54,1280000,IA,22247,USA.IA.Washington County
19185,Wayne County,46.99,300000,IA,6385,USA.IA.Wayne County
19187,Webster County,56.92,2110000,IA,37071,USA.IA.Webster County
19189,Winnebago County,47.13,500000,IA,10609,USA.IA.Winnebago County
19191,Winneshiek County,37.18,770000,IA,20709,USA.IA.Winneshiek County
19193,Woodbury County,59.64,6130000,IA,102782,USA.IA.Woodbury County
19195,Worth County,46.24,350000,IA,7569,USA.IA.Worth County
19197,Wright County,50.89,650000,IA,12773,USA.IA.Wright County
20001,Allen County,44.04,560000,KS,12717,USA.KS.Allen County
20003,Anderson County,42.26,330000,KS,7808,USA.KS.Anderson County
20005,Atchison County,51.84,850000,KS,16398,USA.KS.Atchison County
20007,Barber County,103.67,500000,KS,4823,USA.KS.Barber County
20009,Barton County,54.98,1490000,KS,27103,USA.KS.Barton County
20011,Bourbon County,58.46,860000,KS,14712,USA.KS.Bourbon County
20013,Brown County,47.05,460000,KS,9776,USA.KS.Brown County
20015,Butler County,39.56,2640000,KS,66741,USA.KS.Butler County
20017,Chase County,41.06,110000,KS,2679,USA.KS.Chase County
20019,Chautauqua County,47.03,160000,KS,3401,USA.KS.Chautauqua County
20021,Cherokee County,48.22,990000,KS,20533,USA.KS.Cherokee County
20023,Cheyenne County,119.45,320000,KS,2679,USA.KS.Cheyenne County
20025,Clark County,100.19,210000,KS,2096,USA.KS.Clark County
20027,Clay County,57.51,480000,KS,8347,USA.KS.Clay County
20029,Cloud County,54.24,500000,KS,9219,USA.KS.Cloud County
20031,Coffey County,51.29,430000,KS,8384,USA.KS.Coffey County
20033,Comanche County,75.96,140000,KS,1843,USA.KS.Comanche County
20035,Cowley County,53.09,1900000,KS,35788,USA.KS.Cowley County
20037,Crawford County,53.04,2080000,KS,39217,USA.KS.Crawford County
20039,Decatur County,75.03,220000,KS,2932,USA.KS.Decatur County
20041,Dickinson County,51.29,990000,KS,19303,USA.KS.Dickinson County
20043,Doniphan County,50.02,390000,KS,7797,USA.KS.Doniphan County
20045,Douglas County,56.75,6700000,KS,118053,USA.KS.Douglas County
20047,Edwards County,64.02,190000,KS,2968,USA.KS.Edwards County
20049,Elk County,65.26,170000,KS,2605,USA.KS.Elk County
20051,Ellis County,39.96,1160000,KS,29029,USA.KS.Ellis County
20053,Ellsworth County,91.44,580000,KS,6343,USA.KS.Ellsworth County
20055,Finney County,85.67,3180000,KS,37118,USA.KS.Finney County
20057,Ford County,77.6,2680000,KS,34536,USA.KS.Ford County
20059,Franklin County,51.54,1320000,KS,25609,USA.KS.Franklin County
20061,Geary County,42.94,1590000,KS,37030,USA.KS.Geary County
20063,Gove County,106.06,280000,KS,2640,USA.KS.Gove County
20065,Graham County,100.35,260000,KS,2591,USA.KS.Graham County
20067,Grant County,103.45,800000,KS,7733,USA.KS.Grant County
20069,Gray County,84.79,520000,KS,6132,USA.KS.Gray County
20071,Greeley County,127.82,170000,KS,1330,USA.KS.Greeley County
20073,Greenwood County,65.66,410000,KS,6244,USA.KS.Greenwood County
20075,Hamilton County,194.02,480000,KS,2474,USA.KS.Hamilton County
20077,Harper County,75.64,440000,KS,5817,USA.KS.Harper County
20079,Harvey County,48.76,1710000,KS,35073,USA.KS.Harvey County
20081,Haskell County,95.96,390000,KS,4064,USA.KS.Haskell County
20083,Hodgeman County,58.11,110000,KS,1893,USA.KS.Hodgeman County
20085,Jackson County,40.49,540000,KS,13338,USA.KS.Jackson County
20087,Jefferson County,54.94,1040000,KS,18930,USA.KS.Jefferson County
20089,Jewell County,47.14,140000,KS,2970,USA.KS.Jewell County
20091,Johnson County,67.45,39130000,KS,580159,USA.KS.Johnson County
20093,Kearny County,75.83,300000,KS,3956,USA.KS.Kearny County
20095,Kingman County,46.83,360000,KS,7687,USA.KS.Kingman County
20097,Kiowa County,81.9,210000,KS,2563,USA.KS.Kiowa County
20099,Labette County,49.99,1040000,KS,20803,USA.KS.Labette County
20101,Lane County,113.77,190000,KS,1670,USA.KS.Lane County
20103,Leavenworth County,44.13,3500000,KS,79315,USA.KS.Leavenworth County
20105,Lincoln County,38.65,120000,KS,3105,USA.KS.Lincoln County
20107,Linn County,65.02,620000,KS,9536,USA.KS.Linn County
20109,Logan County,127.43,360000,KS,2825,USA.KS.Logan County
20111,Lyon County,49.49,1650000,KS,33339,USA.KS.Lyon County
20113,McPherson County,70.83,2049999,KS,28941,USA.KS.McPherson County
20115,Marion County,56.18,680000,KS,12103,USA.KS.Marion County
20117,Marshall County,54.35,540000,KS,9936,USA.KS.Marshall County
20119,Meade County,83.14,360000,KS,4330,USA.KS.Meade County
20121,Miami County,46.69,1520000,KS,32553,USA.KS.Miami County
20123,Mitchell County,89.14,560000,KS,6282,USA.KS.Mitchell County
20125,Montgomery County,46.83,1560000,KS,33314,USA.KS.Montgomery County
20127,Morris County,70.86,400000,KS,5645,USA.KS.Morris County
20129,Morton County,136.35,410000,KS,3006,USA.KS.Morton County
20131,Nemaha County,64.54,660000,KS,10227,USA.KS.Nemaha County
20133,Neosho County,63.62,1040000,KS,16346,USA.KS.Neosho County
20135,Ness County,66.56,200000,KS,3005,USA.KS.Ness County
20137,Norton County,72.07,400000,KS,5550,USA.KS.Norton County
20139,Osage County,56.16,890000,KS,15847,USA.KS.Osage County
20141,Osborne County,73.31,270000,KS,3683,USA.KS.Osborne County
20143,Ottawa County,71.97,430000,KS,5975,USA.KS.Ottawa County
20145,Pawnee County,61.42,420000,KS,6837,USA.KS.Pawnee County
20147,Phillips County,84.75,460000,KS,5428,USA.KS.Phillips County
20149,Pottawatomie County,62.67,1460000,KS,23298,USA.KS.Pottawatomie County
20151,Pratt County,93.9,910000,KS,9691,USA.KS.Pratt County
20153,Rawlins County,75.82,190000,KS,2506,USA.KS.Rawlins County
20155,Reno County,47.24,3010000,KS,63718,USA.KS.Reno County
20157,Republic County,99.47,470000,KS,4725,USA.KS.Republic County
20159,Rice County,79.18,790000,KS,9977,USA.KS.Rice County
20161,Riley County,57.81,4350000,KS,75247,USA.KS.Riley County
20163,Rooks County,65.71,340000,KS,5173,USA.KS.Rooks County
20165,Rush County,47.92,150000,KS,3130,USA.KS.Rush County
20167,Russell County,56.83,400000,KS,7039,USA.KS.Russell County
20169,Saline County,58.36,3250000,KS,55691,USA.KS.Saline County
20171,Scott County,116.84,580000,KS,4963,USA.KS.Scott County
20173,Sedgwick County,54.22,27740000,KS,511574,USA.KS.Sedgwick County
20175,Seward County,73,1690000,KS,23151,USA.KS.Seward County
20177,Shawnee County,59.42,10620000,KS,178725,USA.KS.Shawnee County
20179,Sheridan County,103.5,260000,KS,2512,USA.KS.Sheridan County
20181,Sherman County,127.03,760000,KS,5983,USA.KS.Sherman County
20183,Smith County,72.89,270000,KS,3703,USA.KS.Smith County
20185,Stafford County,47.21,200000,KS,4236,USA.KS.Stafford County
20187,Stanton County,125.48,260000,KS,2072,USA.KS.Stanton County
20189,Stevens County,134.34,780000,KS,5806,USA.KS.Stevens County
20191,Sumner County,58.21,1370000,KS,23535,USA.KS.Sumner County
20193,Thomas County,123.99,980000,KS,7904,USA.KS.Thomas County
20195,Trego County,150.32,440000,KS,2927,USA.KS.Trego County
20197,Wabaunsee County,38.84,270000,KS,6951,USA.KS.Wabaunsee County
20199,Wallace County,111.99,170000,KS,1518,USA.KS.Wallace County
20201,Washington County,66.1,370000,KS,5598,USA.KS.Washington County
20203,Wichita County,83.45,180000,KS,2157,USA.KS.Wichita County
20205,Wilson County,47.43,420000,KS,8856,USA.KS.Wilson County
20207,Woodson County,54.57,170000,KS,3115,USA.KS.Woodson County
20209,Wyandotte County,61.46,10040000,KS,163369,USA.KS.Wyandotte County
21001,Adair County,64.64,1230000,KY,19027,USA.KY.Adair County
21003,Allen County,57.17,1180000,KY,20640,USA.KY.Allen County
21005,Anderson County,55.51,1220000,KY,21979,USA.KY.Anderson County
21007,Ballard County,38.97,320000,KY,8212,USA.KY.Ballard County
21009,Barren County,62.2,2710000,KY,43570,USA.KY.Barren County
21011,Bath County,56.43,690000,KY,12228,USA.KY.Bath County
21013,Bell County,54.87,1500000,KY,27337,USA.KY.Bell County
21015,Boone County,55.83,7130000,KY,127712,USA.KY.Boone County
21017,Bourbon County,60.65,1220000,KY,20116,USA.KY.Bourbon County
21019,Boyd County,68.08,3290000,KY,48325,USA.KY.Boyd County
21021,Boyle County,66.09,1970000,KY,29809,USA.KY.Boyle County
21023,Bracken County,57.69,480000,KY,8321,USA.KY.Bracken County
21025,Breathitt County,43.01,580000,KY,13484,USA.KY.Breathitt County
21027,Breckinridge County,37.47,750000,KY,20018,USA.KY.Breckinridge County
21029,Bullitt County,56.54,4450000,KY,78702,USA.KY.Bullitt County
21031,Butler County,63.38,820000,KY,12937,USA.KY.Butler County
21033,Caldwell County,63.09,800000,KY,12681,USA.KY.Caldwell County
21035,Calloway County,56.59,2170000,KY,38343,USA.KY.Calloway County
21037,Campbell County,66.69,6140000,KY,92066,USA.KY.Campbell County
21039,Carlisle County,32.83,160000,KY,4874,USA.KY.Carlisle County
21041,Carroll County,64.49,690000,KY,10699,USA.KY.Carroll County
21043,Carter County,64.81,1760000,KY,27158,USA.KY.Carter County
21045,Casey County,49.97,790000,KY,15808,USA.KY.Casey County
21047,Christian County,61.79,4530000,KY,73309,USA.KY.Christian County
21049,Clark County,69.64,2490000,KY,35757,USA.KY.Clark County
21051,Clay County,57.11,1200000,KY,21013,USA.KY.Clay County
21053,Clinton County,63.89,650000,KY,10174,USA.KY.Clinton County
21055,Crittenden County,59.89,550000,KY,9183,USA.KY.Crittenden County
21057,Cumberland County,68.06,460000,KY,6758,USA.KY.Cumberland County
21059,Daviess County,67.2,6670000,KY,99259,USA.KY.Daviess County
21061,Edmonson County,67.46,810000,KY,12007,USA.KY.Edmonson County
21063,Elliott County,32.69,250000,KY,7648,USA.KY.Elliott County
21065,Estill County,57.74,830000,KY,14375,USA.KY.Estill County
21067,Fayette County,69.64,21900000,KY,314488,USA.KY.Fayette County
21069,Fleming County,56.71,830000,KY,14637,USA.KY.Fleming County
21071,Floyd County,57.74,2180000,KY,37756,USA.KY.Floyd County
21073,Franklin County,67.3,3390000,KY,50375,USA.KY.Franklin County
21075,Fulton County,67.33,420000,KY,6238,USA.KY.Fulton County
21077,Gallatin County,63.69,550000,KY,8636,USA.KY.Gallatin County
21079,Garrard County,63.24,1090000,KY,17237,USA.KY.Garrard County
21081,Grant County,58.97,1460000,KY,24756,USA.KY.Grant County
21083,Graves County,53.18,1990000,KY,37421,USA.KY.Graves County
21085,Grayson County,58.73,1540000,KY,26221,USA.KY.Grayson County
21087,Green County,69.03,760000,KY,11010,USA.KY.Green County
21089,Greenup County,62.1,2240000,KY,36068,USA.KY.Greenup County
21091,Hancock County,52.92,460000,KY,8692,USA.KY.Hancock County
21093,Hardin County,65.11,6930000,KY,106439,USA.KY.Hardin County
21095,Harlan County,50.18,1390000,KY,27703,USA.KY.Harlan County
21097,Harrison County,64.49,1210000,KY,18762,USA.KY.Harrison County
21099,Hart County,67.19,1240000,KY,18454,USA.KY.Hart County
21101,Henderson County,63.57,2950000,KY,46407,USA.KY.Henderson County
21103,Henry County,62.74,980000,KY,15620,USA.KY.Henry County
21105,Hickman County,39.03,180000,KY,4612,USA.KY.Hickman County
21107,Hopkins County,67.07,3100000,KY,46222,USA.KY.Hopkins County
21109,Jackson County,66.66,890000,KY,13352,USA.KY.Jackson County
21111,Jefferson County,69.86,53350000,KY,763623,USA.KY.Jefferson County
21113,Jessamine County,64.09,3330000,KY,51961,USA.KY.Jessamine County
21115,Johnson County,56.53,1310000,KY,23175,USA.KY.Johnson County
21117,Kenton County,66,10890000,KY,165012,USA.KY.Kenton County
21119,Knott County,32.5,510000,KY,15693,USA.KY.Knott County
21121,Knox County,54.84,1740000,KY,31730,USA.KY.Knox County
21123,Larue County,44.94,640000,KY,14241,USA.KY.Larue County
21125,Laurel County,64.57,3880000,KY,60093,USA.KY.Laurel County
21127,Lawrence County,29.22,460000,KY,15745,USA.KY.Lawrence County
21129,Lee County,57.76,390000,KY,6752,USA.KY.Lee County
21131,Leslie County,43.88,470000,KY,10710,USA.KY.Leslie County
21133,Letcher County,45.84,1060000,KY,23123,USA.KY.Letcher County
21135,Lewis County,43.12,590000,KY,13682,USA.KY.Lewis County
21137,Lincoln County,60.91,1490000,KY,24463,USA.KY.Lincoln County
21139,Livingston County,61.19,570000,KY,9316,USA.KY.Livingston County
21141,Logan County,59.83,1610000,KY,26910,USA.KY.Logan County
21143,Lyon County,61.4,510000,KY,8306,USA.KY.Lyon County
21145,McCracken County,65.98,4290000,KY,65018,USA.KY.McCracken County
21147,McCreary County,57.61,1030000,KY,17878,USA.KY.McCreary County
21149,McLean County,65.18,620000,KY,9512,USA.KY.McLean County
21151,Madison County,65.02,5710000,KY,87824,USA.KY.Madison County
21153,Magoffin County,53.09,680000,KY,12808,USA.KY.Magoffin County
21155,Marion County,66.62,1290000,KY,19365,USA.KY.Marion County
21157,Marshall County,60.77,1890000,KY,31101,USA.KY.Marshall County
21159,Martin County,54.44,670000,KY,12307,USA.KY.Martin County
21161,Mason County,61.41,1050000,KY,17099,USA.KY.Mason County
21163,Meade County,42.62,1190000,KY,27924,USA.KY.Meade County
21165,Menifee County,48.76,310000,KY,6358,USA.KY.Menifee County
21167,Mercer County,65.87,1410000,KY,21406,USA.KY.Mercer County
21169,Metcalfe County,52.48,520000,KY,9908,USA.KY.Metcalfe County
21171,Monroe County,69.37,740000,KY,10667,USA.KY.Monroe County
21173,Montgomery County,66.65,1840000,KY,27608,USA.KY.Montgomery County
21175,Morgan County,32.39,430000,KY,13275,USA.KY.Morgan County
21177,Muhlenberg County,64.14,2000000,KY,31183,USA.KY.Muhlenberg County
21179,Nelson County,64.71,2920000,KY,45126,USA.KY.Nelson County
21181,Nicholas County,64.51,460000,KY,7131,USA.KY.Nicholas County
21183,Ohio County,64.42,1560000,KY,24215,USA.KY.Ohio County
21185,Oldham County,65.05,4220000,KY,64875,USA.KY.Oldham County
21187,Owen County,59.65,640000,KY,10730,USA.KY.Owen County
21189,Owsley County,53.8,240000,KY,4461,USA.KY.Owsley County
21191,Pendleton County,55.52,800000,KY,14408,USA.KY.Pendleton County
21193,Perry County,55.51,1530000,KY,27565,USA.KY.Perry County
21195,Pike County,48.71,3010000,KY,61792,USA.KY.Pike County
21197,Powell County,52.98,650000,KY,12269,USA.KY.Powell County
21199,Pulaski County,62.71,4000000,KY,63782,USA.KY.Pulaski County
21201,Robertson County,51.45,110000,KY,2138,USA.KY.Robertson County
21203,Rockcastle County,66.7,1130000,KY,16942,USA.KY.Rockcastle County
21205,Rowan County,61.53,1470000,KY,23892,USA.KY.Rowan County
21207,Russell County,54.92,970000,KY,17662,USA.KY.Russell County
21209,Scott County,64.1,3360000,KY,52420,USA.KY.Scott County
21211,Shelby County,65.09,2970000,KY,45632,USA.KY.Shelby County
21213,Simpson County,67.76,1220000,KY,18006,USA.KY.Simpson County
21215,Spencer County,64.83,1160000,KY,17894,USA.KY.Spencer County
21217,Taylor County,60.98,1550000,KY,25420,USA.KY.Taylor County
21219,Todd County,69.43,870000,KY,12530,USA.KY.Todd County
21221,Trigg County,66.75,950000,KY,14232,USA.KY.Trigg County
21223,Trimble County,62.72,550000,KY,8769,USA.KY.Trimble County
21225,Union County,63.12,950000,KY,15050,USA.KY.Union County
21227,Warren County,69.19,8500000,KY,122851,USA.KY.Warren County
21229,Washington County,45.59,550000,KY,12062,USA.KY.Washington County
21231,Wayne County,55.22,1130000,KY,20464,USA.KY.Wayne County
21233,Webster County,61.5,810000,KY,13170,USA.KY.Webster County
21235,Whitley County,56.19,2029999,KY,36129,USA.KY.Whitley County
21237,Wolfe County,33.06,240000,KY,7258,USA.KY.Wolfe County
21239,Woodford County,66.3,1710000,KY,25793,USA.KY.Woodford County
22001,Acadia Parish,71.27,4460000,LA,62577,USA.LA.Acadia Parish
22003,Allen Parish,131.22,3370000,LA,25683,USA.LA.Allen Parish
22005,Ascension Parish,18.92,2260000,LA,119455,USA.LA.Ascension Parish
22007,Assumption Parish,149.72,3420000,LA,22842,USA.LA.Assumption Parish
22009,Avoyelles Parish,81.99,3370000,LA,41103,USA.LA.Avoyelles Parish
22011,Beauregard Parish,99.56,3630000,LA,36461,USA.LA.Beauregard Parish
22013,Bienville Parish,155.23,2140000,LA,13786,USA.LA.Bienville Parish
22015,Bossier Parish,73.66,9220000,LA,125175,USA.LA.Bossier Parish
22017,Caddo Parish,142.85,35920000,LA,251460,USA.LA.Caddo Parish
22019,Calcasieu Parish,114.04,22670000,LA,198787,USA.LA.Calcasieu Parish
22021,Caldwell Parish,83.06,830000,LA,9993,USA.LA.Caldwell Parish
22023,Cameron Parish,140.82,960000,LA,6817,USA.LA.Cameron Parish
22025,Catahoula Parish,93.62,950000,LA,10147,USA.LA.Catahoula Parish
22027,Claiborne Parish,91.44,1490000,LA,16295,USA.LA.Claiborne Parish
22029,Concordia Parish,102.77,2069999,LA,20142,USA.LA.Concordia Parish
22031,De Soto Parish,88.35,2390000,LA,27052,USA.LA.De Soto Parish
22033,East Baton Rouge Parish,131.55,58770000,LA,446753,USA.LA.East Baton Rouge Parish
22035,East Carroll Parish,82.11,600000,LA,7307,USA.LA.East Carroll Parish
22037,East Feliciana Parish,117.79,2320000,LA,19695,USA.LA.East Feliciana Parish
22039,Evangeline Parish,154.7,5220000,LA,33743,USA.LA.Evangeline Parish
22041,Franklin Parish,80.35,1640000,LA,20410,USA.LA.Franklin Parish
22043,Grant Parish,149.04,3330000,LA,22343,USA.LA.Grant Parish
22045,Iberia Parish,97.57,7230000,LA,74103,USA.LA.Iberia Parish
22047,Iberville Parish,48.35,1600000,LA,33095,USA.LA.Iberville Parish
22049,Jackson Parish,88.91,1410000,LA,15857,USA.LA.Jackson Parish
22051,Jefferson Parish,117.27,51160000,LA,436275,USA.LA.Jefferson Parish
22053,Jefferson Davis Parish,96.38,3030000,LA,31439,USA.LA.Jefferson Davis Parish
22055,Lafayette Parish,88.05,21140000,LA,240097,USA.LA.Lafayette Parish
22057,Lafourche Parish,245.41,24130000,LA,98325,USA.LA.Lafourche Parish
22059,LaSalle Parish,83.48,1250000,LA,14974,USA.LA.LaSalle Parish
22061,Lincoln Parish,115.33,5510000,LA,47773,USA.LA.Lincoln Parish
22063,Livingston Parish,67.79,9340000,LA,137787,USA.LA.Livingston Parish
22065,Madison Parish,91.19,1050000,LA,11514,USA.LA.Madison Parish
22067,Morehouse Parish,103.43,2730000,LA,26395,USA.LA.Morehouse Parish
22069,Natchitoches Parish,165.14,6470000,LA,39179,USA.LA.Natchitoches Parish
22071,Orleans Parish,109.36,42610000,LA,389616,USA.LA.Orleans Parish
22073,Ouachita Parish,108.76,17050000,LA,156761,USA.LA.Ouachita Parish
22075,Plaquemines Parish,231.11,5430000,LA,23495,USA.LA.Plaquemines Parish
22077,Pointe Coupee Parish,115.95,2580000,LA,22250,USA.LA.Pointe Coupee Parish
22079,Rapides Parish,116.62,15410000,LA,132141,USA.LA.Rapides Parish
22081,Red River Parish,87.28,750000,LA,8593,USA.LA.Red River Parish
22083,Richland Parish,128.15,2630000,LA,20523,USA.LA.Richland Parish
22085,Sabine Parish,76.9,1860000,LA,24186,USA.LA.Sabine Parish
22087,St Bernard Parish,104.61,4750000,LA,45408,USA.LA.St Bernard Parish
22089,St Charles Parish,76.5,4040000,LA,52812,USA.LA.St Charles Parish
22091,St Helena Parish,67.19,710000,LA,10567,USA.LA.St Helena Parish
22093,St James Parish,141.88,3060000,LA,21566,USA.LA.St James Parish
22095,St John the Baptist Parish,145.1,6330000,LA,43626,USA.LA.St John the Baptist Parish
22097,St Landry Parish,97.68,8189999,LA,83848,USA.LA.St Landry Parish
22099,St Martin Parish,70.59,3800000,LA,53835,USA.LA.St Martin Parish
22101,St Mary Parish,96.19,5080000,LA,52810,USA.LA.St Mary Parish
22103,St Tammany Parish,77.45,19370000,LA,250088,USA.LA.St Tammany Parish
22105,Tangipahoa Parish,90.64,11670000,LA,128755,USA.LA.Tangipahoa Parish
22107,Tensas Parish,130.8,620000,LA,4740,USA.LA.Tensas Parish
22109,Terrebonne Parish,11.49,1310000,LA,113972,USA.LA.Terrebonne Parish
22111,Union Parish,141.92,3190000,LA,22476,USA.LA.Union Parish
22113,Vermilion Parish,95.03,5690000,LA,59875,USA.LA.Vermilion Parish
22115,Vernon Parish,101.57,5160000,LA,50803,USA.LA.Vernon Parish
22117,Washington Parish,79.36,3680000,LA,46371,USA.LA.Washington Parish
22119,Webster Parish,105.94,4240000,LA,40021,USA.LA.Webster Parish
22121,West Baton Rouge Parish,220.09,5610000,LA,25490,USA.LA.West Baton Rouge Parish
22123,West Carroll Parish,92.09,1040000,LA,11293,USA.LA.West Carroll Parish
22125,West Feliciana Parish,166.4,2560000,LA,15385,USA.LA.West Feliciana Parish
22127,Winn Parish,115.32,1680000,LA,14568,USA.LA.Winn Parish
