,county,gal_per_capita,groundwater_per_day,state,value,id
13005,Bacon County,61.95,700000,GA,11299,USA.GA.Bacon County
13007,Baker County,37.74,120000,GA,3180,USA.GA.Baker County
13009,Baldwin County,39.38,1790000,GA,45458,USA.GA.Baldwin County
13011,Banks County,26.49,490000,GA,18495,USA.GA.Banks County
13013,Barrow County,53.87,4059999,GA,75370,USA.GA.Barrow County
13015,Bartow County,62.29,6400000,GA,102747,USA.GA.Bartow County
13017,Ben Hill County,70.68,1230000,GA,17403,USA.GA.Ben Hill County
13019,Berrien County,29,550000,GA,18963,USA.GA.Berrien County
13021,Bibb County,93.03,14300000,GA,153721,USA.GA.Bibb County
13023,Bleckley County,7.35,90000,GA,12243,USA.GA.Bleckley County
13025,Brantley County,9.21,170000,GA,18455,USA.GA.Brantley County
13027,Brooks County,37.04,580000,GA,15658,USA.GA.Brooks County
13029,Bryan County,66.31,2330000,GA,35137,USA.GA.Bryan County
13031,Bulloch County,41.43,3010000,GA,72651,USA.GA.Bulloch County
13033,Burke County,21.98,500000,GA,22745,USA.GA.Burke County
13035,Butts County,72.9,1720000,GA,23593,USA.GA.Butts County
13037,Calhoun County,33.96,220000,GA,6479,USA.GA.Calhoun County
13039,Camden County,50.09,2610000,GA,52102,USA.GA.Camden County
13043,Candler County,29.4,320000,GA,10886,USA.GA.Candler County
13045,Carroll County,56.05,6420000,GA,114545,USA.GA.Carroll County
13047,Catoosa County,73.73,4870000,GA,66050,USA.GA.Catoosa County
13049,Charlton County,45.51,590000,GA,12965,USA.GA.Charlton County
13051,Chatham County,55.17,15830000,GA,286955,USA.GA.Chatham County
13053,Chattahoochee County,25.51,290000,GA,11368,USA.GA.Chattahoochee County
13055,Chattooga County,56.58,1410000,GA,24921,USA.GA.Chattooga County
13057,Cherokee County,63.29,14930000,GA,235900,USA.GA.Cherokee County
13059,Clarke County,53.51,6630000,GA,123912,USA.GA.Clarke County
13061,Clay County,63.67,200000,GA,3141,USA.GA.Clay County
13063,Clayton County,75.16,20590000,GA,273955,USA.GA.Clayton County
13065,Clinch County,37.72,260000,GA,6893,USA.GA.Clinch County
13067,Cobb County,45.98,34090000,GA,741334,USA.GA.Cobb County
13069,Coffee County,46.4,2000000,GA,43108,USA.GA.Coffee County
13071,Colquitt County,32.94,1510000,GA,45843,USA.GA.Colquitt County
13073,Columbia County,72.4,10430000,GA,144052,USA.GA.Columbia County
13075,Cook County,51.39,880000,GA,17124,USA.GA.Cook County
13077,Coweta County,47.1,6520000,GA,138427,USA.GA.Coweta County
13079,Crawford County,24.22,300000,GA,12388,USA.GA.Crawford County
13081,Crisp County,47.2,1080000,GA,22881,USA.GA.Crisp County
13083,Dade County,71.94,1170000,GA,16264,USA.GA.Dade County
13085,Dawson County,43.75,1020000,GA,23311,USA.GA.Dawson County
13087,Decatur County,69.92,1900000,GA,27174,USA.GA.Decatur County
13089,DeKalb County,58.66,43110000,GA,734871,USA.GA.DeKalb County
13091,Dodge County,35.92,750000,GA,20881,USA.GA.Dodge County
13093,Dooly County,52.73,740000,GA,14035,USA.GA.Dooly County
13095,Dougherty County,67.99,6210000,GA,91332,USA.GA.Dougherty County
13097,Douglas County,46.33,6520000,GA,140733,USA.GA.Douglas County
13099,Early County,71.87,760000,GA,10575,USA.GA.Early County
13101,Echols County,12.38,50000,GA,4040,USA.GA.Echols County
13103,Effingham County,64.62,3690000,GA,57106,USA.GA.Effingham County
13105,Elbert County,35.12,680000,GA,19364,USA.GA.Elbert County
13107,Emanuel County,47.12,1070000,GA,22708,USA.GA.Emanuel County
13109,Evans County,34.3,370000,GA,10787,USA.GA.Evans County
13111,Fannin County,40.74,990000,GA,24303,USA.GA.Fannin County
13113,Fayette County,63.23,7000000,GA,110714,USA.GA.Fayette County
13115,Floyd County,64.56,6230000,GA,96503,USA.GA.Floyd County
13117,Forsyth County,58.09,12340000,GA,212438,USA.GA.Forsyth County
13119,Franklin County,40.34,900000,GA,22311,USA.GA.Franklin County
13121,Fulton County,121.33,122610000,GA,1010562,USA.GA.Fulton County
13123,Gilmer County,19.05,560000,GA,29400,USA.GA.Gilmer County
13125,Glascock County,22.84,70000,GA,3065,USA.GA.Glascock County
13127,Glynn County,63.29,5290000,GA,83579,USA.GA.Glynn County
13129,Gordon County,69.64,3940000,GA,56574,USA.GA.Gordon County
13131,Grady County,48.01,1210000,GA,25205,USA.GA.Grady County
13133,Greene County,58.05,970000,GA,16710,USA.GA.Greene County
13135,Gwinnett County,57.15,51200000,GA,895823,USA.GA.Gwinnett County
13137,Habersham County,65.01,2860000,GA,43996,USA.GA.Habersham County
13139,Hall County,27.18,5260000,GA,193535,USA.GA.Hall County
13141,Hancock County,52.63,450000,GA,8551,USA.GA.Hancock County
13143,Haralson County,55.45,1600000,GA,28854,USA.GA.Haralson County
13145,Harris County,64.71,2160000,GA,33381,USA.GA.Harris County
13147,Hart County,41.9,1070000,GA,25534,USA.GA.Hart County
13149,Heard County,43.33,500000,GA,11539,USA.GA.Heard County
13151,Henry County,113.3,24670000,GA,217739,USA.GA.Henry County
13153,Houston County,104.98,15750000,GA,150033,USA.GA.Houston County
13155,Irwin County,23.8,220000,GA,9245,USA.GA.Irwin County
13157,Jackson County,62.82,3980000,GA,63360,USA.GA.Jackson County
13159,Jasper County,38.14,520000,GA,13635,USA.GA.Jasper County
13161,Jeff Davis County,37.53,560000,GA,14920,USA.GA.Jeff Davis County
13163,Jefferson County,55.26,890000,GA,16105,USA.GA.Jefferson County
13165,Jenkins County,31.26,280000,GA,8957,USA.GA.Jenkins County
13167,Johnson County,19.68,190000,GA,9656,USA.GA.Johnson County
13169,Jones County,45.27,1290000,GA,28494,USA.GA.Jones County
13171,Lamar County,74.72,1360000,GA,18201,USA.GA.Lamar County
13173,Lanier County,30.06,310000,GA,10312,USA.GA.Lanier County
13175,Laurens County,41.06,1960000,GA,47731,USA.GA.Laurens County
13177,Lee County,47.26,1380000,GA,29202,USA.GA.Lee County
13179,Liberty County,50.91,3180000,GA,62467,USA.GA.Liberty County
13181,Lincoln County,1.3,10000,GA,7672,USA.GA.Lincoln County
13183,Long County,16.92,300000,GA,17730,USA.GA.Long County
13185,Lowndes County,63.79,7200000,GA,112865,USA.GA.Lowndes County
13187,Lumpkin County,21.97,690000,GA,31408,USA.GA.Lumpkin County
13189,McDuffie County,52.92,1140000,GA,21540,USA.GA.McDuffie County
13191,McIntosh County,67.29,940000,GA,13969,USA.GA.McIntosh County
13193,Macon County,41.08,560000,GA,13632,USA.GA.Macon County
13195,Madison County,12.31,350000,GA,28441,USA.GA.Madison County
13197,Marion County,105.01,920000,GA,8761,USA.GA.Marion County
13199,Meriwether County,34.92,740000,GA,21190,USA.GA.Meriwether County
13201,Miller County,23.92,140000,GA,5854,USA.GA.Miller County
13205,Mitchell County,43.86,990000,GA,22574,USA.GA.Mitchell County
13207,Monroe County,51.29,1390000,GA,27103,USA.GA.Monroe County
13209,Montgomery County,20.11,180000,GA,8951,USA.GA.Montgomery County
13211,Morgan County,31.03,560000,GA,18046,USA.GA.Morgan County
13213,Murray County,47.77,1890000,GA,39565,USA.GA.Murray County
13215,Muscogee County,84.9,17030000,GA,200579,USA.GA.Muscogee County
13217,Newton County,60.2,6350000,GA,105473,USA.GA.Newton County
13219,Oconee County,45.04,1620000,GA,35965,USA.GA.Oconee County
13221,Oglethorpe County,16.14,240000,GA,14870,USA.GA.Oglethorpe County
13223,Paulding County,53.01,8070000,GA,152238,USA.GA.Paulding County
13225,Peach County,50.15,1340000,GA,26720,USA.GA.Peach County
13227,Pickens County,78.19,2370000,GA,30309,USA.GA.Pickens County
13229,Pierce County,21.99,420000,GA,19102,USA.GA.Pierce County
13231,Pike County,284.82,5110000,GA,17941,USA.GA.Pike County
13233,Polk County,78.51,3260000,GA,41523,USA.GA.Polk County
13235,Pulaski County,56.16,640000,GA,11395,USA.GA.Pulaski County
13237,Putnam County,34.66,740000,GA,21353,USA.GA.Putnam County
13239,Quitman County,73.85,170000,GA,2302,USA.GA.Quitman County
13241,Rabun County,58.96,960000,GA,16280,USA.GA.Rabun County
13243,Randolph County,83.41,600000,GA,7193,USA.GA.Randolph County
13245,Richmond County,65.61,13240000,GA,201793,USA.GA.Richmond County
13247,Rockdale County,61,5420000,GA,88856,USA.GA.Rockdale County
13249,Schley County,63.85,330000,GA,5167,USA.GA.Schley County
13251,Screven County,22.6,320000,GA,14162,USA.GA.Screven County
13253,Seminole County,40.48,350000,GA,8647,USA.GA.Seminole County
13255,Spalding County,60.26,3860000,GA,64051,USA.GA.Spalding County
13257,Stephens County,77.78,1990000,GA,25586,USA.GA.Stephens County
13259,Stewart County,105.96,620000,GA,5851,USA.GA.Stewart County
13261,Sumter County,48.73,1500000,GA,30779,USA.GA.Sumter County
13263,Talbot County,261.95,1660000,GA,6337,USA.GA.Talbot County
13265,Taliaferro County,30.51,50000,GA,1639,USA.GA.Taliaferro County
13267,Tattnall County,24.97,630000,GA,25229,USA.GA.Tattnall County
13269,Taylor County,55.22,460000,GA,8330,USA.GA.Taylor County
13271,Telfair County,37.8,620000,GA,16400,USA.GA.Telfair County
13273,Terrell County,53.77,490000,GA,9113,USA.GA.Terrell County
13275,Thomas County,56.14,2530000,GA,45063,USA.GA.Thomas County
13277,Tift County,78.75,3210000,GA,40764,USA.GA.Tift County
13279,Toombs County,51.76,1410000,GA,27241,USA.GA.Toombs County
13281,Towns County,100.16,1120000,GA,11182,USA.GA.Towns County
13283,Treutlen County,25.06,170000,GA,6785,USA.GA.Treutlen County
13285,Troup County,50.46,3520000,GA,69763,USA.GA.Troup County
13287,Turner County,60.87,500000,GA,8214,USA.GA.Turner County
13289,Twiggs County,29.8,250000,GA,8390,USA.GA.Twiggs County
13291,Union County,48.05,1070000,GA,22267,USA.GA.Union County
13293,Upson County,68.26,1800000,GA,26368,USA.GA.Upson County
13295,Walker County,70.96,4830000,GA,68066,USA.GA.Walker County
13297,Walton County,53.39,4720000,GA,88399,USA.GA.Walton County
13299,Ware County,45.8,1620000,GA,35370,USA.GA.Ware County
13301,Warren County,40.29,220000,GA,5460,USA.GA.Warren County
13303,Washington County,29.3,610000,GA,20816,USA.GA.Washington County
13305,Wayne County,30.13,890000,GA,29534,USA.GA.Wayne County
13307,Webster County,30.21,80000,GA,2648,USA.GA.Webster County
13309,Wheeler County,15.18,120000,GA,7903,USA.GA.Wheeler County
13311,White County,28.6,810000,GA,28319,USA.GA.White County
13313,Whitfield County,79.35,8270000,GA,104216,USA.GA.Whitfield County
13315,Wilcox County,39.52,350000,GA,8857,USA.GA.Wilcox County
13317,Wilkes County,48.65,480000,GA,9867,USA.GA.Wilkes County
13319,Wilkinson County,52.43,480000,GA,9155,USA.GA.Wilkinson County
13321,Worth County,28.5,590000,GA,20699,USA.GA.Worth County
15001,Hawaii County,106.09,20840000,HI,196428,USA.HI.Hawaii County
15003,Honolulu County,144,143810000,HI,998714,USA.HI.Honolulu County
15005,Kalawao County,112.36,10000,HI,89,USA.HI.Kalawao County
15007,Kauai County,136.47,9790000,HI,71735,USA.HI.Kauai County
15009,Maui County,143.28,23590000,HI,164637,USA.HI.Maui County
16001,Ada County,146.24,63500000,ID,434211,USA.ID.Ada County
16003,Adams County,124.9,480000,ID,3843,USA.ID.Adams County
16005,Bannock County,173.15,14500000,ID,83744,USA.ID.Bannock County
16007,Bear Lake County,45.59,270000,ID,5922,USA.ID.Bear Lake County
16009,Benewah County,53.03,480000,ID,9052,USA.ID.Benewah County
16011,Bingham County,39.79,1790000,ID,44990,USA.ID.Bingham County
16013,Blaine County,213.97,4620000,ID,21592,USA.ID.Blaine County
16015,Boise County,63.76,450000,ID,7058,USA.ID.Boise County
16017,Bonner County,36.79,1540000,ID,41858,USA.ID.Bonner County
16019,Bonneville County,298.49,32860000,ID,110089,USA.ID.Bonneville County
16021,Boundary County,30.92,350000,ID,11318,USA.ID.Boundary County
16023,Butte County,511.8,1280000,ID,2501,USA.ID.Butte County
16025,Camas County,131.33,140000,ID,1065,USA.ID.Camas County
16027,Canyon County,70.03,14530000,ID,207477,USA.ID.Canyon County
16029,Caribou County,178.73,1210000,ID,6770,USA.ID.Caribou County
16031,Cassia County,145.49,3420000,ID,23506,USA.ID.Cassia County
16033,Clark County,159.09,140000,ID,880,USA.ID.Clark County
16035,Clearwater County,82.39,700000,ID,8496,USA.ID.Clearwater County
16037,Custer County,146.81,600000,ID,4086,USA.ID.Custer County
16039,Elmore County,150.33,3890000,ID,25875,USA.ID.Elmore County
16041,Franklin County,221.81,2900000,ID,13074,USA.ID.Franklin County
16043,Fremont County,64.75,830000,ID,12819,USA.ID.Fremont County
16045,Gem County,27.3,460000,ID,16852,USA.ID.Gem County
16047,Gooding County,211.33,3230000,ID,15284,USA.ID.Gooding County
16049,Idaho County,51.62,840000,ID,16272,USA.ID.Idaho County
16051,Jefferson County,34.25,930000,ID,27156,USA.ID.Jefferson County
16053,Jerome County,149.91,3420000,ID,22814,USA.ID.Jerome County
16055,Kootenai County,197.54,29700000,ID,150346,USA.ID.Kootenai County
16057,Latah County,98.51,3820000,ID,38778,USA.ID.Latah County
16059,Lemhi County,190.05,1470000,ID,7735,USA.ID.Lemhi County
16061,Lewis County,131.96,500000,ID,3788,USA.ID.Lewis County
16063,Lincoln County,73.63,390000,ID,5297,USA.ID.Lincoln County
16065,Madison County,79.69,3050000,ID,38273,USA.ID.Madison County
16067,Minidoka County,123.65,2530000,ID,20461,USA.ID.Minidoka County
16069,Nez Perce County,218.74,8760000,ID,40048,USA.ID.Nez Perce County
16071,Oneida County,130.81,560000,ID,4281,USA.ID.Oneida County
16073,Owyhee County,57.47,650000,ID,11310,USA.ID.Owyhee County
16075,Payette County,74.25,1700000,ID,22896,USA.ID.Payette County
16077,Power County,252.35,1930000,ID,7648,USA.ID.Power County
16079,Shoshone County,168.92,2100000,ID,12432,USA.ID.Shoshone County
16081,Teton County,62.48,660000,ID,10564,USA.ID.Teton County
16083,Twin Falls County,181,14910000,ID,82375,USA.ID.Twin Falls County
16085,Valley County,129.66,1310000,ID,10103,USA.ID.Valley County
16087,Washington County,72.12,720000,ID,9984,USA.ID.Washington County
17001,Adams County,76.1,5100000,IL,67013,USA.IL.Adams County
17003,Alexander County,72.27,490000,IL,6780,USA.IL.Alexander County
17005,Bond County,74.93,1270000,IL,16950,USA.IL.Bond County
17007,Boone County,61.77,3310000,IL,53585,USA.IL.Boone County
17009,Brown County,46.86,320000,IL,6829,USA.IL.Brown County
17011,Bureau County,60.74,2040000,IL,33586,USA.IL.Bureau County
17013,Calhoun County,75.53,370000,IL,4899,USA.IL.Calhoun County
17015,Carroll County,47.89,700000,IL,14616,USA.IL.Carroll County
17017,Cass County,63.05,810000,IL,12847,USA.IL.Cass County
17019,Champaign County,72.68,15180000,IL,208861,USA.IL.Champaign County
17021,Christian County,72.23,2430000,IL,33641,USA.IL.Christian County
17023,Clark County,78.23,1250000,IL,15979,USA.IL.Clark County
17025,Clay County,59.58,800000,IL,13427,USA.IL.Clay County
17027,Clinton County,74.1,2800000,IL,37786,USA.IL.Clinton County
17029,Coles County,75.02,3940000,IL,52521,USA.IL.Coles County
17031,Cook County,79.92,418640000,IL,5238215,USA.IL.Cook County
17033,Crawford County,65.93,1280000,IL,19414,USA.IL.Crawford County
17035,Cumberland County,33.95,370000,IL,10898,USA.IL.Cumberland County
17037,DeKalb County,74.27,7750000,IL,104352,USA.IL.DeKalb County
17039,De Witt County,54.16,880000,IL,16247,USA.IL.De Witt County
17041,Douglas County,61.54,1220000,IL,19823,USA.IL.Douglas County
17043,DuPage County,73.78,68890000,IL,933736,USA.IL.DuPage County
17045,Edgar County,52.08,920000,IL,17664,USA.IL.Edgar County
17047,Edwards County,74.99,490000,IL,6534,USA.IL.Edwards County
17049,Effingham County,53.82,1850000,IL,34371,USA.IL.Effingham County
17051,Fayette County,64.87,1430000,IL,22043,USA.IL.Fayette County
17053,Ford County,60.43,830000,IL,13735,USA.IL.Ford County
17055,Franklin County,76.74,3030000,IL,39485,USA.IL.Franklin County
17057,Fulton County,62.75,2240000,IL,35699,USA.IL.Fulton County
17059,Gallatin County,72.17,380000,IL,5265,USA.IL.Gallatin County
17061,Greene County,68.73,910000,IL,13241,USA.IL.Greene County
17063,Grundy County,62.92,3180000,IL,50541,USA.IL.Grundy County
17065,Hamilton County,79.27,650000,IL,8200,USA.IL.Hamilton County
17067,Hancock County,53.93,1000000,IL,18543,USA.IL.Hancock County
17069,Hardin County,79.81,330000,IL,4135,USA.IL.Hardin County
17071,Henderson County,74.34,520000,IL,6995,USA.IL.Henderson County
17073,Henry County,62.03,3070000,IL,49489,USA.IL.Henry County
17075,Iroquois County,55.45,1590000,IL,28671,USA.IL.Iroquois County
17077,Jackson County,73.11,4340000,IL,59361,USA.IL.Jackson County
17079,Jasper County,60.37,580000,IL,9607,USA.IL.Jasper County
17081,Jefferson County,69.88,2680000,IL,38353,USA.IL.Jefferson County
17083,Jersey County,75.54,1690000,IL,22372,USA.IL.Jersey County
17085,Jo Daviess County,53.43,1180000,IL,22086,USA.IL.Jo Daviess County
17087,Johnson County,49.37,630000,IL,12762,USA.IL.Johnson County
17089,Kane County,71.79,38110000,IL,530847,USA.IL.Kane County
17091,Kankakee County,64.12,7110000,IL,110878,USA.IL.Kankakee County
17093,Kendall County,64.93,8010000,IL,123355,USA.IL.Kendall County
17095,Knox County,70.57,3630000,IL,51441,USA.IL.Knox County
17097,Lake County,70.12,49360000,IL,703910,USA.IL.Lake County
17099,LaSalle County,66.56,7410000,IL,111333,USA.IL.LaSalle County
17101,Lawrence County,55.18,910000,IL,16491,USA.IL.Lawrence County
17103,Lee County,62.46,2160000,IL,34584,USA.IL.Lee County
17105,Livingston County,56.99,2089999,IL,36671,USA.IL.Livingston County
17107,Logan County,57.3,1690000,IL,29494,USA.IL.Logan County
17109,McDonough County,69.58,2180000,IL,31333,USA.IL.McDonough County
17111,McHenry County,62.93,19340000,IL,307343,USA.IL.McHenry County
17113,McLean County,73.28,12690000,IL,173166,USA.IL.McLean County
17115,Macon County,74.93,8039999,IL,107303,USA.IL.Macon County
17117,Macoupin County,79.49,3660000,IL,46045,USA.IL.Macoupin County
17119,Madison County,71.9,19140000,IL,266209,USA.IL.Madison County
17121,Marion County,77.73,2980000,IL,38339,USA.IL.Marion County
17123,Marshall County,59.26,710000,IL,11982,USA.IL.Marshall County
17125,Mason County,45.25,620000,IL,13700,USA.IL.Mason County
17127,Massac County,74.5,1100000,IL,14765,USA.IL.Massac County
17129,Menard County,66.7,830000,IL,12444,USA.IL.Menard County
17131,Mercer County,48.56,770000,IL,15857,USA.IL.Mercer County
17133,Monroe County,59.92,2029999,IL,33879,USA.IL.Monroe County
17135,Montgomery County,69.21,2000000,IL,28898,USA.IL.Montgomery County
17137,Morgan County,75.51,2630000,IL,34828,USA.IL.Morgan County
17139,Moultrie County,60.28,900000,IL,14931,USA.IL.Moultrie County
17141,Ogle County,49.75,2570000,IL,51659,USA.IL.Ogle County
17143,Peoria County,71.8,13370000,IL,186220,USA.IL.Peoria County
17145,Perry County,64.06,1380000,IL,21543,USA.IL.Perry County
17147,Piatt County,57.97,950000,IL,16387,USA.IL.Piatt County
17149,Pike County,78.8,1260000,IL,15989,USA.IL.Pike County
17151,Pope County,78.09,330000,IL,4226,USA.IL.Pope County
17153,Pulaski County,45.79,260000,IL,5678,USA.IL.Pulaski County
17155,Putnam County,54.93,310000,IL,5644,USA.IL.Putnam County
17157,Randolph County,65.75,2160000,IL,32852,USA.IL.Randolph County
17159,Richland County,63.63,1020000,IL,16029,USA.IL.Richland County
17161,Rock Island County,78.97,11540000,IL,146132,USA.IL.Rock Island County
17163,St Clair County,59.23,15640000,IL,264052,USA.IL.St Clair County
17165,Saline County,67.62,1660000,IL,24548,USA.IL.Saline County
17167,Sangamon County,66.93,13300000,IL,198712,USA.IL.Sangamon County
17169,Schuyler County,78.21,550000,IL,7032,USA.IL.Schuyler County
17171,Scott County,66.77,340000,IL,5092,USA.IL.Scott County
17173,Shelby County,46.38,1010000,IL,21775,USA.IL.Shelby County
17175,Stark County,50.1,290000,IL,5787,USA.IL.Stark County
